Material Novo;Material antigo;Texto breve material;Centro;Depósito;Lote;Quantidade;Valor Unitário;Valor Total;Unidade
50082965;20003012;CALÇA VENDEDOR MASC S/ REFORÇO-TAM. Nº36;BR09;MR01;O.PURCHASE;4;R$ 58,82;R$ 235,27;Agudos
50082965;20003012;CALÇA VENDEDOR MASC S/ REFORÇO-TAM. Nº36;BRDI;MR01;O.PURCHASE;11;R$ 67,88;R$ 746,73;Osasco
50082966;20003013;CALÇA VENDEDOR MASC S/ REFORÇO-TAM. Nº38;BRDI;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Osasco
50082967;20003014;CALÇA VENDEDOR MASC S/ REFORÇO-TAM. Nº40;BRDJ;MR01;O.PURCHASE;5;R$ 51,46;R$ 257,32;Piracicaba
50082972;20003019;CALÇA VENDEDOR MASC S/ REFORÇO-TAM. Nº50;BR09;MR01;O.PURCHASE;8;R$ 83,90;R$ 671,17;Agudos
50082972;20003019;CALÇA VENDEDOR MASC S/ REFORÇO-TAM. Nº50;BRDJ;MR01;O.PURCHASE;2;R$ 51,62;R$ 103,24;Piracicaba
50082973;20003020;CALÇA VENDEDOR MASC S/ REFORÇO-TAM. Nº52;BR09;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Agudos
50082974;20003021;CALÇA VENDEDOR MASC S/ REFORÇO-TAM. Nº54;BR09;MR01;O.PURCHASE;7;R$ 46,06;R$ 322,39;Agudos
50082975;20003022;CALÇA VENDEDOR MASC S/ REFORÇO-TAM. Nº56;BR09;MR01;O.PURCHASE;3;R$ 42,76;R$ 128,29;Agudos
50082975;20003022;CALÇA VENDEDOR MASC S/ REFORÇO-TAM. Nº56;BRDJ;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Piracicaba
50082984;0;"SABONETE LIQ;SUAV;AM;SANTHER/SBB06";BR09;MR01;O.PURCHASE;70;R$ 122,76;R$ 8.592,95;Agudos
50083003;0;"CABO;P/VASSOURA E RODO;ALUMI DE 2 MT";BR09;MR01;O.PURCHASE;72;R$ 28,65;R$ 2.062,80;Agudos
50083008;20003097;BOTA PVC PARA CHUVA - TAM. Nº 40;BR09;MR01;O.PURCHASE;16;R$ 39,00;R$ 624,00;Agudos
50083008;20003097;BOTA PVC PARA CHUVA - TAM. Nº 40;BRDJ;MR01;O.IMPORTED;16;R$ 46,00;R$ 736,00;Piracicaba
50083008;20003097;BOTA PVC PARA CHUVA - TAM. Nº 40;BRDJ;MR01;O.PURCHASE;2;R$ 39,00;R$ 78,00;Piracicaba
50083008;20003097;BOTA PVC PARA CHUVA - TAM. Nº 40;BRZK;MR01;O.PURCHASE;5;R$ 50,00;R$ 250,00;Mooca
50083008;20003097;BOTA PVC PARA CHUVA - TAM. Nº 40;BRZL;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Capital
50083009;20003098;BOTA PVC PARA CHUVA - TAM. Nº 38;BR09;MR01;O.PURCHASE;12;R$ 39,52;R$ 474,23;Agudos
50083009;20003098;BOTA PVC PARA CHUVA - TAM. Nº 38;BRDJ;MR01;O.PURCHASE;1;R$ 47,52;R$ 47,52;Piracicaba
50083010;20003100;BOTA PVC PARA CHUVA - TAM. Nº 45;BRDJ;MR01;O.PURCHASE;1;R$ 72,31;R$ 72,31;Piracicaba
50083011;20003101;BOTA PVC PARA CHUVA - TAM. Nº 39;BR09;MR01;O.PURCHASE;7;R$ 39,52;R$ 276,63;Agudos
50083011;20003101;BOTA PVC PARA CHUVA - TAM. Nº 39;BRDJ;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Piracicaba
50083012;20003102;"BOTA SEG;PVC;PT;S/BIQ;ALPARGATAS/4567";BR09;MR01;O.PURCHASE;10;R$ 39,52;R$ 395,19;Agudos
50083012;20003102;"BOTA SEG;PVC;PT;S/BIQ;ALPARGATAS/4567";BRDJ;MR01;O.PURCHASE;5;R$ 21,52;R$ 107,60;Piracicaba
50083013;20003103;"BOTA SEG;PVC;S/BIQ;ALPARGATAS/SPB05542";BR09;MR01;O.PURCHASE;26;R$ 37,13;R$ 965,50;Agudos
50083013;20003103;"BOTA SEG;PVC;S/BIQ;ALPARGATAS/SPB05542";BRDJ;MR01;O.PURCHASE;1;R$ 21,52;R$ 21,52;Piracicaba
50083013;20003103;"BOTA SEG;PVC;S/BIQ;ALPARGATAS/SPB05542";BRZK;MR01;O.PURCHASE;2;R$ 50,00;R$ 100,00;Mooca
50083013;20003103;"BOTA SEG;PVC;S/BIQ;ALPARGATAS/SPB05542";BRZL;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Capital
50083014;20003104;"BOTA SEG;PVC;S/BIQ;ALPARGATAS/SPB05543";BR09;MR01;O.PURCHASE;6;R$ 39,52;R$ 237,11;Agudos
50083014;20003104;"BOTA SEG;PVC;S/BIQ;ALPARGATAS/SPB05543";BRDJ;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Piracicaba
50083014;20003104;"BOTA SEG;PVC;S/BIQ;ALPARGATAS/SPB05543";BRZL;MR01;O.PURCHASE;4;R$ 45,57;R$ 182,26;Capital
50083017;0;"CALCA SEG;NYLON;COR AZ;TAM M";BR09;MR01;O.PURCHASE;1;R$ 45,73;R$ 45,73;Agudos
50083018;0;"CALCA SEG;PA;COR AZ;TAM G;C/CAD;C/FORRO";BR09;MR01;O.PURCHASE;2;R$ 44,60;R$ 89,19;Agudos
50083031;20003136;"BOTA SEG;C/BIQ AC;ALPARGATAS/SPB05544";BR09;MR01;O.PURCHASE;16;R$ 39,52;R$ 632,31;Agudos
50083031;20003136;"BOTA SEG;C/BIQ AC;ALPARGATAS/SPB05544";BRDJ;MR01;O.PURCHASE;1;R$ 25,71;R$ 25,71;Piracicaba
50083031;20003136;"BOTA SEG;C/BIQ AC;ALPARGATAS/SPB05544";BRZL;MR01;O.PURCHASE;9;R$ 45,68;R$ 411,10;Capital
50083091;20003361;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301656";BR09;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Agudos
50083091;20003361;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301656";BRZK;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Mooca
50083091;20003361;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301656";BRZL;MR01;O.PURCHASE;1;R$ 249,18;R$ 249,18;Capital
50083092;20003362;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301658";BR09;MR01;O.PURCHASE;11;R$ 151,47;R$ 1.666,12;Agudos
50083092;20003362;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301658";BRDJ;MR01;O.PURCHASE;11;R$ 189,30;R$ 2.082,30;Piracicaba
50083092;20003362;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301658";BRZK;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Mooca
50083092;20003362;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301658";BRZL;MR01;O.PURCHASE;8;R$ 279,07;R$ 2.232,56;Capital
50083093;20003363;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301660";BR09;MR01;O.PURCHASE;13;R$ 158,43;R$ 2.059,63;Agudos
50083093;20003363;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301660";BRDJ;MR01;O.PURCHASE;7;R$ 189,30;R$ 1.325,09;Piracicaba
50083093;20003363;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301660";BRZK;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Mooca
50083094;0;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301661";BRZK;MR01;O.PURCHASE;12;R$ 193,94;R$ 2.327,22;Mooca
50083094;0;"CAPACETE P/MOTOCICLISTA;FECH;AZ;20301661";BRZL;MR01;O.PURCHASE;19;R$ 134,89;R$ 2.562,86;Capital
50083476;0;"FILME PLAS;MAT POLI";BR09;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Agudos
50083476;0;"FILME PLAS;MAT POLI";BRDI;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Osasco
50083476;0;"FILME PLAS;MAT POLI";BRDJ;MR01;O.PURCHASE;2443,8;R$ 18,53;R$ 45.285,48;Piracicaba
50083482;20004531;LUVA MOTO - TAM. P;BR09;MR01;O.PURCHASE;14;R$ 91,70;R$ 1.283,73;Agudos
50083482;20004531;LUVA MOTO - TAM. P;BRDJ;MR01;O.PURCHASE;1;R$ 106,41;R$ 106,41;Piracicaba
50083482;20004531;LUVA MOTO - TAM. P;BRZK;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Mooca
50083482;20004531;LUVA MOTO - TAM. P;BRZK;MR01;O.PURCHASE;3;R$ 106,41;R$ 319,24;Mooca
50083482;20004531;LUVA MOTO - TAM. P;BRZL;MR01;O.IMPORTED;1;R$ 106,86;R$ 106,86;Capital
50083482;20004531;LUVA MOTO - TAM. P;BRZL;MR01;O.PURCHASE;9;R$ 105,39;R$ 948,51;Capital
50083483;20004532;LUVA MOTO - TAM. M;BR09;MR01;O.PURCHASE;5;R$ 119,68;R$ 598,40;Agudos
50083483;20004532;LUVA MOTO - TAM. M;BRDJ;MR01;O.PURCHASE;9;R$ 106,41;R$ 957,68;Piracicaba
50083483;20004532;LUVA MOTO - TAM. M;BRZL;MR01;O.IMPORTED;2;R$ 100,60;R$ 201,20;Capital
50083483;20004532;LUVA MOTO - TAM. M;BRZL;MR01;O.PURCHASE;6;R$ 106,41;R$ 638,45;Capital
50083484;20004533;LUVA MOTO - TAM. G;BR09;MR01;O.PURCHASE;5;R$ 114,04;R$ 570,20;Agudos
50083484;20004533;LUVA MOTO - TAM. G;BRDJ;MR01;O.PURCHASE;9;R$ 106,41;R$ 957,70;Piracicaba
50083484;20004533;LUVA MOTO - TAM. G;BRZK;MR01;O.PURCHASE;14;R$ 106,41;R$ 1.489,72;Mooca
50083484;20004533;LUVA MOTO - TAM. G;BRZL;MR01;O.IMPORTED;2;R$ 120,71;R$ 241,41;Capital
50083484;20004533;LUVA MOTO - TAM. G;BRZL;MR01;O.PURCHASE;2;R$ 101,11;R$ 202,22;Capital
50083485;20004534;LUVA MOTO - TAM. GG;BR09;MR01;O.PURCHASE;5;R$ 124,14;R$ 620,72;Agudos
50083485;20004534;LUVA MOTO - TAM. GG;BRDJ;MR01;O.PURCHASE;14;R$ 106,41;R$ 1.489,73;Piracicaba
50083485;20004534;LUVA MOTO - TAM. GG;BRZK;MR01;O.PURCHASE;4;R$ 106,15;R$ 424,58;Mooca
50083485;20004534;LUVA MOTO - TAM. GG;BRZL;MR01;O.IMPORTED;2;R$ 111,54;R$ 223,08;Capital
50083485;20004534;LUVA MOTO - TAM. GG;BRZL;MR01;O.PURCHASE;9;R$ 104,52;R$ 940,72;Capital
50083642;0;"ETIQUETA P/IDENTIF;PLAS;AZ;10,50X4,50CM";BR09;MR01;O.PURCHASE;427;R$ 0,92;R$ 392,31;Agudos
50083643;0;"ETIQUETA;DE MANUTENCAO AUTONOMA COR AMAR";BR09;MR01;O.PURCHASE;473;R$ 0,49;R$ 231,93;Agudos
50083644;0;"ETIQUETA P/IDENTIF;VD";BR09;MR01;O.PURCHASE;850;R$ 0,59;R$ 499,29;Agudos
50083645;0;"ETIQUETA AU-ADES;VM";BR09;MR01;O.PURCHASE;1400;R$ 0,32;R$ 448,89;Agudos
50083665;0;"LUVA SEG;PVC;COR VD;PUNH ALG";BR09;MR01;O.PURCHASE;5;R$ 13,31;R$ 66,57;Agudos
50083667;0;"LENTE PROT P/MASC SOLD;ACRIL;118X3MM";BR09;MR01;O.PURCHASE;10;R$ 26,93;R$ 269,32;Agudos
50083690;0;"LUVA SEG;VAQUETA;C/REFORCO POLEGAR";BR09;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Agudos
50083690;0;"LUVA SEG;VAQUETA;C/REFORCO POLEGAR";BR09;MR01;O.PURCHASE;98;R$ 7,72;R$ 756,84;Agudos
50083692;0;"GUARDA-PO;MANG LONG;ALG;BR;TAM M;C";BR09;MR01;O.PURCHASE;6;R$ 94,68;R$ 568,05;Agudos
50083694;0;"GUARDA-PO;MANG LONG;ALG;BR;TAM P;C";BR09;MR01;O.PURCHASE;9;R$ 104,99;R$ 944,93;Agudos
50083730;0;"GUARDA-PO;MANG LONG;ALG;MOAIS/GUARDAPOG";BR09;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Agudos
50083737;0;"PAPEL TOALH FL;INTERFOLH;PROLIM;4502";BRZL;MR01;O.PURCHASE;30;R$ 49,23;R$ 1.476,90;Capital
50083743;0;"LUVA SEG;NITRILICA NITRAFASE;PUNHO 7CM;P";BR09;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Agudos
50083743;0;"LUVA SEG;NITRILICA NITRAFASE;PUNHO 7CM;P";BR09;MR01;O.PURCHASE;72;R$ 61,95;R$ 4.460,04;Agudos
50083747;0;"BOTINA SEG ELETR;MARLUVAS/50B19CPAP41";BR09;MR01;O.PURCHASE;11;R$ 115,34;R$ 1.268,79;Agudos
50083748;20001121;"BOTINA SEG ELETR;MARLUVAS/50B19CPAP39";BR09;MR01;O.PURCHASE;4;R$ 83,38;R$ 333,53;Agudos
50083748;20001121;"BOTINA SEG ELETR;MARLUVAS/50B19CPAP39";BRDI;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Osasco
50083750;20001125;"BOTINA SEG ELETR;50B19CPAPELETRICISTA40";BR09;MR01;O.PURCHASE;13;R$ 89,36;R$ 1.161,67;Agudos
50083751;20001127;"BOTINA SEG ELETR;MARLUVAS/50B19CPAP44";BR09;MR01;O.PURCHASE;4;R$ 84,91;R$ 339,64;Agudos
50083751;20001127;"BOTINA SEG ELETR;MARLUVAS/50B19CPAP44";BRDI;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Osasco
50083752;20001128;"BOTINA SEG ELETR;MARLUVAS/50B19CPAP45";BRDI;MR01;O.PURCHASE;2;R$ 106,14;R$ 212,27;Osasco
50083754;20001132;"BOTINA;BIQ.COMPOSITE PALM ANTIPERF-TAM42";BR09;MR01;O.PURCHASE;17;R$ 85,93;R$ 1.460,81;Agudos
50083754;20001132;"BOTINA;BIQ.COMPOSITE PALM ANTIPERF-TAM42";BRVH;MR01;O.PURCHASE;34;R$ 98,44;R$ 3.347,08;TP Connext Piracicaba
50083768;0;"LUVA SEG;TAM 8 1/2POL;ANSELL/SPG08914";BR09;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Agudos
50083769;0;"LUVA SEG;ALG;TAM UNIC;TSUZUKI/SPG05600";BR09;MR01;O.IMPORTED;10;R$ 1,96;R$ 19,60;Agudos
50083781;0;"OCULOS SEG;LENT POLICARB;AEARO/SX1000";BRVH;MR01;O.IMPORTED;80;R$ 26,80;R$ 2.144,02;TP Connext Piracicaba
50083784;0;BOTA PVC PARA CHUVA - TAM. Nº 36;BRDJ;MR01;O.PURCHASE;1;R$ 43,08;R$ 43,08;Piracicaba
50083816;20002510;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM36";BRDJ;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Piracicaba
50083816;20002510;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM36";BRZK;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Mooca
50083817;20002511;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM37";BR09;MR01;O.PURCHASE;4;R$ 118,19;R$ 472,74;Agudos
50083817;20002511;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM37";BRDJ;MR01;O.PURCHASE;2;R$ 154,89;R$ 309,78;Piracicaba
50083817;20002511;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM37";BRZK;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Mooca
50083817;20002511;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM37";BRZL;MR01;O.PURCHASE;1;R$ 128,29;R$ 128,29;Capital
50083818;20002512;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM38";BR09;MR01;O.PURCHASE;5;R$ 113,36;R$ 566,82;Agudos
50083818;20002512;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM38";BRDJ;MR01;O.PURCHASE;6;R$ 154,20;R$ 925,22;Piracicaba
50083818;20002512;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM38";BRZK;MR01;O.PURCHASE;10;R$ 151,96;R$ 1.519,57;Mooca
50083818;20002512;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM38";BRZL;MR01;O.PURCHASE;2;R$ 153,74;R$ 307,48;Capital
50083819;20002513;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM39";BR09;MR01;O.PURCHASE;1;R$ 125,37;R$ 125,37;Agudos
50083819;20002513;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM39";BRDJ;MR01;O.PURCHASE;3;R$ 151,74;R$ 455,21;Piracicaba
50083819;20002513;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM39";BRZL;MR01;O.PURCHASE;7;R$ 151,42;R$ 1.059,91;Capital
50083820;20002514;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM40";BR09;MR01;O.PURCHASE;3;R$ 188,82;R$ 566,46;Agudos
50083820;20002514;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM40";BRDJ;MR01;O.PURCHASE;2;R$ 154,89;R$ 309,78;Piracicaba
50083820;20002514;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM40";BRZL;MR01;O.PURCHASE;5;R$ 157,80;R$ 788,99;Capital
50083821;20002515;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM41";BR09;MR01;O.PURCHASE;11;R$ 135,49;R$ 1.490,35;Agudos
50083821;20002515;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM41";BRDJ;MR01;O.PURCHASE;8;R$ 154,89;R$ 1.239,12;Piracicaba
50083821;20002515;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM41";BRZL;MR01;O.PURCHASE;3;R$ 157,40;R$ 472,19;Capital
50083822;20002516;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM42";BR09;MR01;O.PURCHASE;22;R$ 131,98;R$ 2.903,56;Agudos
50083822;20002516;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM42";BRZL;MR01;O.PURCHASE;9;R$ 151,39;R$ 1.362,49;Capital
50083823;20002517;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM43";BR09;MR01;O.PURCHASE;3;R$ 131,29;R$ 393,88;Agudos
50083823;20002517;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM43";BRZK;MR01;O.PURCHASE;5;R$ 153,12;R$ 765,59;Mooca
50083823;20002517;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM43";BRZL;MR01;O.PURCHASE;1;R$ 140,26;R$ 140,26;Capital
50083824;20002518;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM44";BR09;MR01;O.PURCHASE;6;R$ 117,44;R$ 704,65;Agudos
50083824;20002518;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM44";BRDJ;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Piracicaba
50083824;20002518;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM44";BRZK;MR01;O.PURCHASE;2;R$ 120,18;R$ 240,35;Mooca
50083824;20002518;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM44";BRZL;MR01;O.PURCHASE;5;R$ 156,23;R$ 781,16;Capital
50083825;20002519;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM45";BR09;MR01;O.PURCHASE;1;R$ 121,16;R$ 121,16;Agudos
50083825;20002519;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM45";BRDJ;MR01;O.PURCHASE;1;R$ 120,60;R$ 120,60;Piracicaba
50083825;20002519;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM45";BRZK;MR01;O.PURCHASE;4;R$ 120,17;R$ 480,69;Mooca
50083825;20002519;"BOTINA SEG;PT;FUJIWARA/90HVAMB600NUM45";BRZL;MR01;O.PURCHASE;3;R$ 156,23;R$ 468,70;Capital
50083831;0;"BALACLAVA;NOMEX;CRUA;SP EQUIP/SPJ66000";BR09;MR01;O.PURCHASE;12;R$ 71,65;R$ 859,85;Agudos
50083841;0;"TENIS SEG;NUM 46;FUJIWARA/90HTT600NUM46";BR09;MR01;O.PURCHASE;5;R$ 94,02;R$ 470,11;Agudos
50083844;20002562;CAMISA REPOSITOR AZUL M/C - TAM. PP;BR09;MR01;O.PURCHASE;2;R$ 44,67;R$ 89,33;Agudos
50083844;20002562;CAMISA REPOSITOR AZUL M/C - TAM. PP;BRDJ;MR01;O.PURCHASE;5;R$ 82,12;R$ 410,58;Piracicaba
50083844;20002562;CAMISA REPOSITOR AZUL M/C - TAM. PP;BRZL;MR01;O.PURCHASE;1;R$ 58,98;R$ 58,98;Capital
50083845;20002563;CAMISA REPOSITOR AZUL M/C - TAM. P;BR09;MR01;O.PURCHASE;10;R$ 44,67;R$ 446,66;Agudos
50083845;20002563;CAMISA REPOSITOR AZUL M/C - TAM. P;BRDJ;MR01;O.PURCHASE;2;R$ 37,57;R$ 75,14;Piracicaba
50083845;20002563;CAMISA REPOSITOR AZUL M/C - TAM. P;BRZL;MR01;O.PURCHASE;11;R$ 57,12;R$ 628,36;Capital
50083846;20002564;CAMISA REPOSITOR AZUL M/C - TAM. M;BR09;MR01;O.PURCHASE;8;R$ 84,29;R$ 674,28;Agudos
50083846;20002564;CAMISA REPOSITOR AZUL M/C - TAM. M;BRDJ;MR01;O.PURCHASE;4;R$ 37,57;R$ 150,27;Piracicaba
50083846;20002564;CAMISA REPOSITOR AZUL M/C - TAM. M;BRZL;MR01;O.PURCHASE;27;R$ 47,43;R$ 1.280,71;Capital
50083847;20002565;CAMISA REPOSITOR AZUL M/C - TAM. GG;BR09;MR01;O.PURCHASE;14;R$ 54,43;R$ 762,01;Agudos
50083847;20002565;CAMISA REPOSITOR AZUL M/C - TAM. GG;BRDJ;MR01;O.PURCHASE;1;R$ 37,56;R$ 37,56;Piracicaba
50083847;20002565;CAMISA REPOSITOR AZUL M/C - TAM. GG;BRZL;MR01;O.PURCHASE;6;R$ 54,50;R$ 326,99;Capital
50083848;20002566;CAMISA REPOSITOR AZUL M/C - TAM. G;BR09;MR01;O.PURCHASE;5;R$ 44,67;R$ 223,33;Agudos
50083848;20002566;CAMISA REPOSITOR AZUL M/C - TAM. G;BRDJ;MR01;O.PURCHASE;1;R$ 37,57;R$ 37,57;Piracicaba
50083848;20002566;CAMISA REPOSITOR AZUL M/C - TAM. G;BRZL;MR01;O.PURCHASE;6;R$ 46,86;R$ 281,16;Capital
50083849;20002567;CAMISA REPOSITOR AZUL M/C - TAM. EG;BR09;MR01;O.PURCHASE;5;R$ 53,22;R$ 266,12;Agudos
50083849;20002567;CAMISA REPOSITOR AZUL M/C - TAM. EG;BRDI;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Osasco
50083849;20002567;CAMISA REPOSITOR AZUL M/C - TAM. EG;BRZL;MR01;O.PURCHASE;4;R$ 57,83;R$ 231,33;Capital
50083870;20002621;"CALCA JEANS;FEM;AZ;TAM PP;14OZ";BR09;MR01;O.PURCHASE;7;R$ 31,26;R$ 218,80;Agudos
50083871;20002622;"CALCA JEANS;FEM;AZ;TAM P;14OZ";BR09;MR01;O.PURCHASE;5;R$ 38,59;R$ 192,97;Agudos
50083873;20002624;"CALCA JEANS;FEM;AZ;TAM G;14OZ";BR09;MR01;O.PURCHASE;5;R$ 39,60;R$ 198,01;Agudos
50083874;20002625;"CALCA JEANS;FEM;AZ;TAM GG;14OZ";BR09;MR01;O.PURCHASE;4;R$ 35,55;R$ 142,20;Agudos
50083877;20002628;"CAMISA;FEM;SEMPRIGUAL;AZ CLARO;TAM P;MC";BR09;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Agudos
50083878;20002629;"CAMISA;FEM;SEMPRIGUAL;AZ CLARO;TAM M;MC";BR09;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Agudos
50083879;20002630;"CAMISA;FEM;SEMPRIGUAL;AZ CLARO;TAM G;MC";BR09;MR01;O.PURCHASE;3;R$ 56,40;R$ 169,19;Agudos
50083883;20002634;"CAMISA;FEM;SEMPRIGUAL;CZ;TAM PP;MC";BR09;MR01;O.PURCHASE;1;R$ 86,36;R$ 86,36;Agudos
50083885;20002636;"CAMISA;FEM;SEMPRIGUAL;CZ;TAM P;MANG CURT";BR09;MR01;O.PURCHASE;1;R$ 111,92;R$ 111,92;Agudos
50083886;20002637;"CAMISA;FEM;SEMPRIGUAL;CZ;TAM G;MANG CURT";BR09;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Agudos
50083887;20002638;"CAMISA;FEMININA SUPERV; EG";BR09;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Agudos
50083888;20002639;"CAMISA;FEM;SEMPRIGUAL;CZ;TAM GG;MC";BR09;MR01;O.PURCHASE;7;R$ 67,98;R$ 475,88;Agudos
50083895;0;"BOTINA SEG;NUM 35;FUJIWARA/90HBS20035";BRZL;MR01;O.PURCHASE;5;R$ 84,80;R$ 423,99;Capital
50083896;0;"BOTINA SEG;NUM 36;FUJIWARA/90HBS20036";BRZL;MR01;O.PURCHASE;5;R$ 94,99;R$ 474,97;Capital
50083897;0;"BOTINA SEG;PT;37;PU;FUJIWARA/90HBS20037";BRZL;MR01;O.PURCHASE;5;R$ 87,76;R$ 438,79;Capital
50083898;0;"BOTINA SEG;NUM 38;FUJIWARA/90HBS20038";BRZL;MR01;O.PURCHASE;7;R$ 91,73;R$ 642,12;Capital
50083899;20002670;"BOTINA SEG;NUM 39;FUJIWARA/90HBS20039";BR09;MR01;O.PURCHASE;2;R$ 78,35;R$ 156,70;Agudos
50083899;20002670;"BOTINA SEG;NUM 39;FUJIWARA/90HBS20039";BRZL;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Capital
50083900;20002671;"BOTINA SEG;NUM 40;FUJIWARA/90HBS20040";BR09;MR01;O.PURCHASE;8;R$ 88,32;R$ 706,53;Agudos
50083900;20002671;"BOTINA SEG;NUM 40;FUJIWARA/90HBS20040";BRZL;MR01;O.PURCHASE;2;R$ 104,09;R$ 208,17;Capital
50083901;20002672;"BOTINA SEG;PT;41;PU;FUJIWARA/90HBS20041";BR09;MR01;O.PURCHASE;5;R$ 90,19;R$ 450,96;Agudos
50083902;20002673;"BOTINA SEG;NUM 42;FUJIWARA/90HBS20042";BR09;MR01;O.PURCHASE;15;R$ 83,18;R$ 1.247,67;Agudos
50083902;20002673;"BOTINA SEG;NUM 42;FUJIWARA/90HBS20042";BRZL;MR01;O.PURCHASE;15;R$ 105,98;R$ 1.589,77;Capital
50083903;20002674;"BOTINA SEG;NUM 43;FUJIWARA/90HBS20043";BR09;MR01;O.PURCHASE;7;R$ 109,05;R$ 763,37;Agudos
50083903;20002674;"BOTINA SEG;NUM 43;FUJIWARA/90HBS20043";BRZL;MR01;O.PURCHASE;9;R$ 110,03;R$ 990,24;Capital
50083904;20002675;"BOTINA SEG;NUM 44;FUJIWARA/90HBS20044";BR09;MR01;O.PURCHASE;3;R$ 85,13;R$ 255,40;Agudos
50083904;20002675;"BOTINA SEG;NUM 44;FUJIWARA/90HBS20044";BRZL;MR01;O.PURCHASE;6;R$ 105,80;R$ 634,80;Capital
50083905;20002676;"BOTINA SEG;NUM 45;FUJIWARA/90HBS20045";BRZL;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Capital
